raw_name,trait_name,match_type
Cola liberica,Cola nigerica,fuzzy kew
Colea ambrensis,Olea ambrensis,fuzzy kew
Cordia fusca,Cordia fulva,fuzzy kew
Cordia glabrifolia,Cordia scabrifolia,fuzzy kew
Cordia vignei,Cordia ignea,fuzzy kew
Coulteria cubensis,Pouteria cubensis,fuzzy kew
Coussarea andrei,Coutarea andrei,fuzzy kew
Crataegus chlorocarpa,Crataegus chlorosarca,fuzzy kew
Crataegus lanata,Crataegus limata,fuzzy kew
Crossopetalum parvifolium,Crossopetalum parviflorum,fuzzy kew
Cryptocarya ambrensis,Cryptocarya samarensis,fuzzy kew
Cryptocarya lauriflora,Cryptocarya glabriflora,fuzzy kew
Dacryodes connata,Dacryodes costata,fuzzy kew
Dillenia pteropoda,Dillenia ptempoda,fuzzy kew
Diospyros atrata,Diospyros armata,fuzzy kew
Diospyros boinensis,Diospyros amboinensis,fuzzy kew
Diospyros boinensis,Diospyros borneensis,fuzzy kew
Diospyros glabrata,Diospyros glabra,fuzzy kew
Diospyros ngii,Diospyros fengii,fuzzy kew
Diospyros ngii,Diospyros kingii,fuzzy kew
Diospyros villosiuscula,Diospyros pilosiuscula,fuzzy kew
Elaeocarpus leratii,Elaeocarpus moratii,fuzzy kew
Eucalyptus angularis,Eucalyptus insularis,fuzzy kew
Eucalyptus angularis,Eucalyptus singularis,fuzzy kew
Eucalyptus arenicola,Eucalyptus eremicola,fuzzy kew
Eucalyptus baiophylla,Eucalyptus gamophylla,fuzzy kew
Eucalyptus brandiana,Eucalyptus beaniana,fuzzy kew
Eucalyptus brandiana,Eucalyptus beardiana,fuzzy kew
Eucalyptus brandiana,Eucalyptus brassiana,fuzzy kew
Eucalyptus codonocarpa,Eucalyptus odontocarpa,fuzzy kew
Eucalyptus ecostata,Eucalyptus percostata,fuzzy kew
Eucalyptus erosa,Eucalyptus grossa,fuzzy kew
Eucalyptus erosa,Eucalyptus porosa,fuzzy kew
Eucalyptus filiformis,Eucalyptus falciformis,fuzzy kew
Eucalyptus filiformis,Eucalyptus fusiformis,fuzzy kew
Eucalyptus filiformis,Eucalyptus paliformis,fuzzy kew
Eucalyptus hawkeri,Eucalyptus bakeri,fuzzy kew
Eucalyptus nebulosa,Eucalyptus sabulosa,fuzzy kew
Eucalyptus ornans,Eucalyptus ornata,fuzzy kew
Eucalyptus phoenix,Eucalyptus phenax,fuzzy kew
Eucalyptus relicta,Eucalyptus delicata,fuzzy kew
Eucalyptus relicta,Eucalyptus recta,fuzzy kew
Eugenia altissima,Eugenia acutissima,fuzzy kew
Eugenia bukobensis,Eugenia lokobensis,fuzzy kew
Eugenia calimensis,Eugenia colipensis,fuzzy kew
Eugenia calimensis,Eugenia salamensis,fuzzy kew
Eugenia culta,Eugenia calva,fuzzy kew
Eugenia culta,Eugenia fulva,fuzzy kew
Eugenia iantarensis,Eugenia pantagensis,fuzzy kew
Eugenia itaunensis,Eugenia itajurensis,fuzzy kew
Eugenia manonae,Eugenia ramonae,fuzzy kew
Eugenia pyrifera,Eugenia pomifera,fuzzy kew
Eugenia pyrifera,Eugenia pyriflora,fuzzy kew
Eugenia regia,Eugenia gregii,fuzzy kew
Eugenia regia,Eugenia rigida,fuzzy kew
Eugenia roseola,Eugenia rosea,fuzzy kew
Eugenia tumescens,Eugenia lutescens,fuzzy kew
Eugenia tumescens,Eugenia pubescens,fuzzy kew
Eugenia tumescens,Eugenia tumulescens,fuzzy kew
Euphorbia taruensis,Euphorbia tanaensis,fuzzy kew
Eurya yakushimensis,Eurya sakishimensis,fuzzy kew
Ficus chaponensis,Ficus chapaensis,fuzzy kew
Ficus chaponensis,Ficus chaparensis,fuzzy kew
Ficus laevicarpa,Ficus lepicarpa,fuzzy kew
Ficus soatensis,Ficus boanensis,fuzzy kew
Freziera alata,Freziera lanata,fuzzy kew
Garcinia hopii,Garcinia bonii,fuzzy kew
Garcinia longifolia,Garcinia oblongifolia,fuzzy kew
Garcinia mestonii,Garcinia murtonii,fuzzy kew
Garcinia parviflora,Garcinia parvifolia,fuzzy kew
Garcinia parviflora,Garcinia pauciflora,fuzzy kew
Hintonia lumana,Hintonia lumaeana,fuzzy kew
Hopea scabra,Hopea glabra,fuzzy kew
Hydnocarpus alpinus,Hydnocarpus alpina,fuzzy kew
Hydnocarpus macrocarpus,Hydnocarpus macrocarpa,fuzzy kew
Hymenaea fariana,Hymenaea martiana,fuzzy kew
Hymenaea longifolia,Hymenaea oblongifolia,fuzzy kew
Ilex rarasanensis,Ilex arisanensis,fuzzy kew
Klaineanthus gaboniae,Klaineanthus gabonii,fuzzy kew
Lasjia grandis,Cassia grandis,fuzzy kew
Lindera tonkinensis,Sindora tonkinensis,fuzzy kew
Litsea cordata,Litsea coreana,fuzzy kew
Litsea longifolia,Litsea lancifolia,fuzzy kew
Lonchocarpus major,Lonchocarpus minor,fuzzy kew
Lonchocarpus plicatus,Lonchocarpus pictus,fuzzy kew
Magnolia gentryi,Magnolia henryi,fuzzy kew
Magnolia wendtii,Magnolia ventii,fuzzy kew
Magnolia yuyuanensis,Magnolia yunnanensis,fuzzy kew
Maytenus canariensis,Maytenus manabiensis,fuzzy kew
Metternichia principis,Metternichia princeps,fuzzy kew
Miconia caiuia,Miconia caesia,fuzzy kew
Miconia rondoniensis,Miconia monzoniensis,fuzzy kew
Miconia setosa,Miconia setulosa,fuzzy kew
Monotes africanus,Monotes africana,fuzzy kew
Mouriri acutiflora,Mouriri cauliflora,fuzzy kew
Myrcia antonia,Myrcia intonsa,fuzzy kew
Myrcia carioca,Myrcia cardiaca,fuzzy kew
Myrcia clavata,Myrcia clavija,fuzzy kew
Myrcia detecta,Myrcia directa,fuzzy kew
Myrcia ferruginosa,Myrcia ferruginea,fuzzy kew
Myrcia jefensis,Myrcia egensis,fuzzy kew
Myrcia maxima,Myrcia madida,fuzzy kew
Myrcia neomontana,Myrcia neodoniana,fuzzy kew
Myrcia ovina,Myrcia ovata,fuzzy kew
Myrcia parvifolia,Myrcia pyrifolia,fuzzy kew
Myrcia pendens,Myrcia splendens,fuzzy kew
Myrcia pileata,Myrcia lineata,fuzzy kew
Myrcia salamensis,Myrcia panamensis,fuzzy kew
Myrcia tenuiflora,Myrcia tenuifolia,fuzzy kew
Myrcia tonii,Myrcia gonini,fuzzy kew
Myrcia uniflora,Myrcia pubiflora,fuzzy kew
Ocotea beekmanii,Ocotea ekmanii,fuzzy kew
Ouratea cauliflora,Ouratea pauciflora,fuzzy kew
Ouratea latifolia,Ouratea laurifolia,fuzzy kew
Ouratea ramiflora,Ouratea laxiflora,fuzzy kew
Pachira endecaphylla,Pachira decaphylla,fuzzy kew
Palicourea andina,Palicourea alpina,fuzzy kew
Palicourea andina,Palicourea candida,fuzzy kew
Palicourea angustiflora,Palicourea angustifolia,fuzzy kew
Palicourea lehmannii,Palicourea seemannii,fuzzy kew
Palicourea montensis,Palicourea hondensis,fuzzy kew
Palicourea sessilis,Palicourea pensilis,fuzzy kew
Palicourea vallis,Palicourea ovalis,fuzzy kew
Pandanus gemmifer,Pandanus gemmiferus,fuzzy kew
Phyllanthus alpestris,Phyllanthus rupestris,fuzzy kew
Phyllanthus angolensis,Phyllanthus angkorensis,fuzzy kew
Phyllanthus aracaensis,Phyllanthus rapaensis,fuzzy kew
Phyllanthus awaensis,Phyllanthus rapaensis,fuzzy kew
Phyllanthus borjaensis,Phyllanthus borneensis,fuzzy kew
Phyllanthus brachyphyllus,Phyllanthus pachyphyllus,fuzzy kew
Phyllanthus castus,Phyllanthus caesius,fuzzy kew
Phyllanthus cauticola,Phyllanthus calcicola,fuzzy kew
Phyllanthus comosus,Phyllanthus comitus,fuzzy kew
Phyllanthus comosus,Phyllanthus ramosus,fuzzy kew
Phyllanthus coodei,Phyllanthus moorei,fuzzy kew
Phyllanthus dawsonii,Phyllanthus watsonii,fuzzy kew
Phyllanthus exilis,Phyllanthus eximius,fuzzy kew
Phyllanthus francii,Phyllanthus grantii,fuzzy kew
Phyllanthus gunnii,Phyllanthus puntii,fuzzy kew
Phyllanthus huberi,Phyllanthus ruber,fuzzy kew
Phyllanthus inflatus,Phialanthus inflatus,fuzzy kew
Phyllanthus jauaensis,Phyllanthus rapaensis,fuzzy kew
Phyllanthus koumacensis,Phyllanthus dzumacensis,fuzzy kew
Phyllanthus lancifolius,Phyllanthus latifolius,fuzzy kew
Phyllanthus linearis,Phialanthus linearis,fuzzy kew
Phyllanthus lucidus,Phyllanthus acidus,fuzzy kew
Phyllanthus lunifolius,Phyllanthus buxifolius,fuzzy kew
Phyllanthus lunifolius,Phyllanthus cuneifolius,fuzzy kew
Phyllanthus lunifolius,Phyllanthus latifolius,fuzzy kew
Phyllanthus macrocalyx,Phialanthus macrocalyx,fuzzy kew
Phyllanthus mannianus,Phyllanthus dunnianus,fuzzy kew
Phyllanthus marianus,Phialanthus marianus,fuzzy kew
Phyllanthus mieschii,Phyllanthus finschii,fuzzy kew
Phyllanthus mooneyi,Phyllanthus moorei,fuzzy kew
Phyllanthus moratii,Phyllanthus martii,fuzzy kew
Phyllanthus multiflorus,Phyllanthus multilobus,fuzzy kew
Phyllanthus myrtilloides,Phialanthus myrtilloides,fuzzy kew
Phyllanthus nitens,Phyllanthus nutans,fuzzy kew
Phyllanthus orbiculatus,Phyllanthus orbicularis,fuzzy kew
Phyllanthus panayensis,Phyllanthus ponapensis,fuzzy kew
Phyllanthus parvifolius,Phialanthus parvifolius,fuzzy kew
Phyllanthus salicifolius,Phyllanthus salviifolius,fuzzy kew
Phyllanthus saxosus,Phyllanthus ramosus,fuzzy kew
Phyllanthus tanaensis,Phyllanthus rapaensis,fuzzy kew
Phyllanthus trichosporus,Phyllanthus trichopodus,fuzzy kew
Phyllanthus valeriae,Phyllanthus valerioi,fuzzy kew
Pichonia balansae,Pichonia balansana,fuzzy kew
Pinus henryi,Alnus henryi,fuzzy kew
Pinus henryi,Ficus henryi,fuzzy kew
Pinus henryi,Prunus henryi,fuzzy kew
Pisonia floribunda,Miconia floribunda,fuzzy kew
Podocarpus gibbsiae,Podocarpus gibbsii,fuzzy kew
Polyosma pilosa,Polyosma villosa,fuzzy kew
Pouteria spicata,Pouteria plicata,fuzzy kew
Premna tomentosa,Trema tomentosa,fuzzy kew
Protium tonyanum,Protium montanum,fuzzy kew
Psychotria canalensis,Psychotria panamensis,fuzzy kew
Psychotria canalensis,Psychotria panayensis,fuzzy kew
Psychotria diminuta,Psychotria minuta,fuzzy kew
Psychotria kentii,Psychotria hentyi,fuzzy kew
Psychotria kentii,Psychotria yenii,fuzzy kew
Qualea insignis,Ruagea insignis,fuzzy kew
Quararibea parvifolia,Quararibea parviflora,fuzzy kew
Quercus glabrescens,Quercus glaucescens,fuzzy kew
Rinorea paniculata,Rinorea apiculata,fuzzy kew
Rudgea sanmartensis,Rudgea sanarensis,fuzzy kew
Schefflera connata,Schefflera cordata,fuzzy kew
Schefflera connata,Schefflera costata,fuzzy kew
Schefflera connata,Schefflera cuneata,fuzzy kew
Schefflera forbesii,Schefflera koresii,fuzzy kew
Semecarpus heterophyllus,Semecarpus heterophylla,fuzzy kew
Sloanea rosea,Sloanea grossa,fuzzy kew
Sterculia tantraensis,Sterculia tannaensis,fuzzy kew
Streblus pendulinus,Streblus pendulina,fuzzy kew
Symplocos oblongifolia,Symplocos longifolia,fuzzy kew
Syzygium dawsonianum,Syzygium watsonianum,fuzzy kew
Syzygium simile,Syzygium assimile,fuzzy kew
Tachigali albiflora,Tachigali pubiflora,fuzzy kew
Taralea crassifolia,Faramea crassifolia,fuzzy kew
Taxus chinensis,Buxus chinensis,fuzzy kew
Terminalia grandis,Terminalia randii,fuzzy kew
Terminthia paniculata,Terminalia paniculata,fuzzy kew
Ternstroemia oleifolia,Ternstroemia alnifolia,fuzzy kew
Trema lamarckianum,Trema lamarckiana,fuzzy kew
Trema micranthum,Trema micrantha,fuzzy kew
Trema orientale,Trema orientalis,fuzzy kew
Vaccinium laurifolium,Vaccinium latifolium,fuzzy kew
Vaccinium stenophyllum,Vaccinium iteophyllum,fuzzy kew
Virola marleneae,Virola marlenei,fuzzy kew
Vitex zenkeri,Vitex zeyheri,fuzzy kew
Xanthophyllum bracteatum,Xanthophyllum bibracteatum,fuzzy kew
Xylopia platypetala,Xylopia latipetala,fuzzy kew
Zanthoxylum unifoliolatum,Zanthoxylum bifoliolatum,fuzzy kew
Baccharis nitida,Mollia nitida,fuzzy tpl syn kew
Vernonanthura buxifolia,Vernicia montana,fuzzy tpl syn kew
Cynometra phaselocarpa,Cynometra retusa,fuzzy tpl syn kew
Macrolobium limbatum,Inga bijuga,fuzzy tpl syn kew
Serianthes grandiflora,Nenga grandiflora,fuzzy tpl syn kew
Painteria leptophylla,Acacia leiophylla,fuzzy tpl syn kew
Albizia boivinii,Acacia koa,fuzzy tpl syn kew
Melanolepis vitifolia,Mallotus ficifolius,fuzzy tpl syn kew
Nothofagus fusca,Malus fusca,fuzzy tpl syn kew
Phyllanthus billardierei,Bridelia glauca,fuzzy tpl syn kew
Phyllanthus caroliniensis,Phyllanthus oblatus,fuzzy tpl syn kew
Phyllanthus cornutus,Glochidion cordatum,fuzzy tpl syn kew
Phyllanthus flagelliformis,Phialanthus linearis,fuzzy tpl syn kew
Phyllanthus thymoides,Phyllanthus latifolius,fuzzy tpl syn kew
Phyllanthus hirtellus,Phyllanthus latifolius,fuzzy tpl syn kew
Phyllanthus incurvus,Phyllanthus rapaensis,fuzzy tpl syn kew
Phyllanthus myrtaceus,Phialanthus revolutus,fuzzy tpl syn kew
Phyllanthus niruri,Phialanthus ellipticus,fuzzy tpl syn kew
Phyllanthus eremitus,Phialanthus ellipticus,fuzzy tpl syn kew
Phyllanthus humilis,Phialanthus ellipticus,fuzzy tpl syn kew
Phyllanthus nummulariifolius,Phialanthus peduncularis,fuzzy tpl syn kew
Phyllanthus pallidus,Phyllanthus samoanus,fuzzy tpl syn kew
Phyllanthus pentandrus,Phyllanthus latifolius,fuzzy tpl syn kew
Phyllanthus stipulatus,Phyllanthus effusus,fuzzy tpl syn kew
Phyllanthus suffrutescens,Phialanthus myrtilloides,fuzzy tpl syn kew
Plumeria tuberculata,Pouteria multiflora,fuzzy tpl syn kew
Plumeria lanata,Pouteria multiflora,fuzzy tpl syn kew
Premna mooiensis,Vitex madiensis,fuzzy tpl syn kew
Premna sulphurea,Premna odorata,fuzzy tpl syn kew
Schefflera vitiensis,Aglaia vitiensis,fuzzy tpl syn kew
Scyphiphora hydrophylacea,Ixora maxima,fuzzy tpl syn kew
Stevensia samanensis,Rondeletia cumanensis,fuzzy tpl syn kew
Mezzettia umbellata,Mezzettia parviflora,fuzzy tpl syn kew
Ocotea rigens,Ocotea vegrandis,fuzzy tpl syn kew
Roupala sororopana,Roupala paulensis,fuzzy tpl syn kew
Trichoscypha lucens,Trichoscypha laxiflora,fuzzy tpl syn kew
Lacunaria panamensis,Quiina paraensis,fuzzy tpl syn kew
Acer kuomeii,Acer rufinerve,fuzzy tpl syn kew
Acer sinense,Acer rufinerve,fuzzy tpl syn kew
Allophylus amboinensis,Allophylus serratus,fuzzy tpl syn kew
Bourreria radula,Ehretia hainanensis,fuzzy tpl syn kew
Dipterocarpus humeratus,Dipterocarpus globosus,fuzzy tpl syn kew
Euadenia trifoliolata,Eugenia monticola,fuzzy tpl syn kew
Campylospermum squamosum,Ouratea squamata,fuzzy tpl syn kew
Hortia brasiliana,Cordia colombiana,fuzzy tpl syn kew
Calyptranthes curta,Eugenia aeruginea,fuzzy tpl syn kew
Kostermanthus heteropetalus,Aniba percoriacea,fuzzy tpl syn kew
Chionanthus polygamus,Chionanthus ramiflorus,fuzzy tpl syn kew
Exellodendron cordatum,Parinari costata,fuzzy tpl syn kew
Chamguava gentlei,Eugenia rendlei,fuzzy tpl syn kew
Polyscias spectabilis,Alstonia spectabilis,fuzzy tpl syn kew
Xanthomyrtus kanalaensis,Eugenia kaalensis,fuzzy tpl syn kew
Cornus amomum,Sorbus ferruginea,fuzzy tpl syn kew
Cornutia odorata,Hopea odorata,fuzzy tpl syn kew
Eucalyptus platypus,Eucalyptus cordata,fuzzy tpl syn kew
Eugenia liberiana,Eugenia culicina,fuzzy tpl syn kew
Solenandra myrtifolia,Exostema nitens,fuzzy tpl syn kew
Phyllanthus cyrtostylus,Phyllanthus myriophyllus,fuzzy tpl syn kew
Crataegus gracilior,Crataegus aurescens,fuzzy tpl syn kew
Mahonia oiwakensis,Lanonia hainanensis,fuzzy tpl syn kew
